id,lowest_price,real_lowest_price
2723,0,0.15
2727,0,0.2
2737,0,0.75
2763,0,0.15
2783,0,0.5
2788,0,0.3
2789,0,0.15
2797,0,0.2
2804,0,0.6
2817,0,0.15
2822,0,0.15
2824,0,0.15
2849,0,0.15
2852,0,0.5
2864,0,0.2
2871,0,0.25
2877,0,0.15
2883,0,1
2888,0,1
2893,0,0.5
2910,0,0.2
2915,0,0.25
2930,0,2
2940,0,0.25
2945,0,0.15
2959,0,2
2963,0,0.65
2986,0,0.1
2991,0,1.5
3006,0,0.25
3007,0,3.5
3019,0,0.5
3022,0,1
3024,0,1.75
3028,0,0.5
3040,0,1.5
3048,0,0.3
3052,0,0.2
3057,0,0.15
3061,0,0.5
3069,0,0.29
3071,0.4,0.3
3072,0,0.35
3073,0,0.35
3079,0,0.5
3084,0,1.25
3089,0,0.75
3093,0,0.5
3098,0,0.4
3099,0,0.5
3104,0,50
3128,0,0.75
3138,0,0.6
3179,0,0.3
3180,0,0.5
3188,0,1.5
3191,0,1.35
3193,0,0.6
3194,0,1
3200,0,0.3
3228,0,0.15
3229,0,0.1
3238,0,2
3242,0,0.15
3247,0,0.1
3250,0,2
3264,0,0.05
3271,0,1.5
3283,0,0.5
3293,0,1.5
3312,0,1.75
3333,0,0.15
3364,0,0.3
3460,0,0.65
3484,0,0.4
3494,0,0.35
3496,0,0.4
3500,0,0.75
3510,0,0.9
3528,0,0.4
3550,0,0.3
3554,0,0.1
3578,0,0.25
3584,0,0.3
3591,0,0.15
3624,0,0.5
3629,0,0.6
3642,0,0.45
3648,0,0.3
3658,0,0.5
3665,0,1
3670,0,0.25
3675,0,0.4
3686,0,0.15
3692,0,0.15
3696,0,0.4
3698,0,0.4
3699,0,0.15
3710,0,0.45
3713,0,0.25
3714,0,0.3
3721,0,1
3725,0,1
3726,0,0.4
3733,0,0.15
3781,0,0.3
3790,0,0.6
3801,0,0.4
3812,0,0.2
3823,0,0.4
3854,0,0.2
3861,0,0.2
3863,0,0.2
3866,0,0.15
3867,0,0.1
3871,0,0.15
3893,0,0.25
3898,0,2
3909,0,0.2
3912,0,0.25
3917,0,0.3
3936,0,0.1
3942,0,0.35
3956,0,0.1
3971,0,0.15
4029,0,0.1
4034,0,0.15
4041,0,0.2
4055,0,0.3
4082,0,0.4
4103,0,0.25
4106,0,0.4
4116,0,0.2
4123,0,0.05
4133,0,0.25
4138,0,0.2
4142,0,0.25
4144,0,0.2
4147,0,0.15
4152,0,0.15
4158,0,0.15
4159,0,0.2
4163,0,0.2
4169,0,0.05
4185,0,0.25
4190,0,0.2
4196,0,0.15
4200,0,0.15
4205,0,0.3
4212,0,0.15
4242,0,0.4
4244,0,0.2
4251,0,0.2
4254,0,0.5
4258,0,0.5
4268,0,0.25
4269,0,0.4
4275,0,0.4
4286,0,0.1
4288,0,0.5
4292,0,0.3
4298,0,0.25
4301,0,0.15
4308,0,0.5
4331,0,0.15
4335,0,0.4
4344,0,0.35
4349,0,0.1
4356,0.2,0.15
4359,0,0.5
4367,0,0.5
4379,0,0.3
4385,0,0.25
4391,0,0.5
4412,0,0.1
4417,0,0.15
4443,0,0.1
4448,0,0.1
4458,0,0.1
4470,0,0.1
4477,0,0.1
4498,0,5
4511,0,0.2
4526,0,0.9
4538,0,0.35
4548,0,0.25
4552,0,0.5
4554,0,0.15
4557,0,0.4
4564,0,0.35
4569,0,0.05
4576,0,0.3
4581,0,1
4588,0,0.25
4605,0,0.2
4612,0,0.75
4622,0,2
4628,0,0.8
4639,0,1
4644,0,0.5
4650,0,0.75
4657,0,20
4662,0,0.2
4682,0,0.45
4684,0,0.9
4690,0,0.45
4695,0,0.75
4696,0,0.5
4699,0,1.5
4706,0,0.4
4724,0,0.3
4735,0,0.25
4737,0,0.3
4742,0,0.15
4747,0,0.25
4751,0,0.1
4752,0,0.1
4760,0,0.75
4783,0,0.1
4789,0,0.15
4812,0,0.15
4824,0,0.2
4827,0,0.3
4836,0,1.25
4841,0,0.4
4846,0,2.25
4853,0,2
4855,0,0.3
4857,0,1.75
4859,0,2
4862,0,0.35
4863,0,1.75
4868,0,2.5
4869,0,1.75
4872,0,3
4876,0,0.6
4881,0,0.25
4883,0,1
4884,0,0.2
4888,0,3
4891,0,2.5
4900,0,1
4901,0,0.15
4903,0,1
4907,0,1.5
4913,0,0.2
4917,0,1
4928,0,0.9
4932,0,0.85
4937,0,1.5
4942,0,2
4949,0,1.1
4954,0,2
4957,0,1.15
4965,0,1.5
4967,0,0.35
4975,0,0.85
4982,0,0.75
4989,0,0.35
4996,0,2
5010,0,0.75
5011,0,0.3
5016,0,30
5027,0,0.3
5030,0.5,1
5031,0,2.5
5032,0,0.4
5036,0,1.75
5040,0,0.3
5043,0,1.5
5048,0,1
5052,0,0.3
5053,0,0.7
5067,0,0.4
5074,0,0.9
5075,0,2
5076,0,0.35
5078,0,0.5
5084,0,0.5
5096,0,0.5
5101,0,0.6
5106,0,0.1
5108,0,0.4
5117,0,0.8
5119,0,0.5
5121,0,1.5
5132,0,0.5
5137,0,0.4
5149,0,0.25
5155,0,0.4
5162,0,0.15
5164,0,0.3
5179,0,0.4
5196,0,0.3
5201,0,0.3
5206,0,1.25
5216,0,0.75
5221,0,0.85
5230,0,0.8
5236,0,0.75
5244,0,0.85
5250,0,0.5
5256,0,1.25
5260,0,0.75
5271,0,0.25
5290,0,0.6
5305,0,0.15
5339,0,0.4
5348,0,0.5
5354,0,0.45
5358,0,0.5
5360,0,0.5
5365,0,0.5
5376,0,0.15
5382,0,0.25
5388,0,0.25
5399,0,0.15
5409,0,0.4
5414,0,0.1
5423,0,0.5
5424,0,0.2
5426,0,0.2
5429,0,0.2
5452,0,0.5
5456,0,1
5462,0,0.4
5473,0,0.3
5479,0,0.05
5487,0,1
5492,0,0.75
5512,0,0.25
5513,0,1.75
5536,0,0.2
5563,0,0.5
5589,0,0.05
5597,0,0.4
5616,0,0.35
5617,0,0.1
5623,0,0.2
5636,0,0.25
5640,0,0.2
5659,0,0.15
5660,0,0.6
5661,0,0.3
5668,0,0.5
5672,0,0.5
5674,0,0.15
5676,0,0.5
5680,0,0.5
5681,0,0.5
5682,0,0.25
5683,0,0.4
5686,0,0.25
5688,0,0.5
5690,0,0.2
5691,0,0.5
5698,0,0.3
5703,0,1
5708,0,0.5
5710,0,0.3
5715,0,1.25
5718,0,0.45
5734,0,0.35
5745,0,0.1
5747,0,0.4
5749,0,0.1
5752,0,0.1
5754,0,0.1
5760,0,0.15
5764,0,1
5776,0,0.1
5779,0,0.5
5780,0,0.25
5789,0,0.35
5790,0,0.5
5792,0,0.3
5831,0,0.9
5846,0,0.2
5857,0,1
5868,0,1.4
5876,0,0.7
5889,0,2.5
5950,0,14.95
5958,0,0.4
5966,0,0.5
5968,0,0.25
5972,0,0.05
5977,0,1.75
5983,0,5
5988,0,1.25
5990,0,0.65
5993,0,1.75
5995,0,1.1
5999,0,2
6000,0,2
6008,0,3
6014,0,5
6016,0,0.5
6053,0,0.3
6055,0,0.25
6057,0,0.4
6069,0,0.25
6070,0,0.6
6092,0,0.1
6095,0,0.3
6103,0,0.6
6110,0,0.35
6123,0,0.6
6124,0,0.5
6127,0,0.4
6137,0,0.9
6152,0,0.2
6155,0,1.25
6170,0,0.5
6178,0,0.8
6182,0,0.7
6189,0,0.75
6196,0,0.6
6204,0,0.35
6219,0,500
6244,0,0.25
6257,0,0.25
6263,0,0.25
6268,0,0.8
6272,0,0.35
6274,0,0.15
6279,0,0.1
6288,0,0.2
6293,0,0.4
6304,0,0.6
6337,0,0.35
6341,0,0.4
6349,0,0.3
6366,0,0.75
6384,0,0.4
6392,0,0.3
6407,0,0.3
6417,0,0.5
6425,0,0.5
6427,0,0.4
6429,0,0.6
6431,0,0.5
6440,0,0.3
6445,0,0.35
6452,0,0.2
6462,0,0.15
6469,0,0.4
6477,0,0.5
6491,0,0.6
6496,0,0.75
6502,0,0.15
6503,0,0.75
6505,0,0.75
6518,0,0.2
6520,0,0.1
6529,0,0.3
6538,0,0.1
6539,0,0.05
6553,0,0.35
6559,0,0.3
6572,0,0.2
6575,0,0.2
6584,0,0.2
6593,0,0.4
6599,0,0.6
6603,0,0.1
6607,0,1.75
6610,0,0.1
6615,0,0.05
6616,0,0.25
6617,0,0.05
6619,0,0.3
6621,0,0.2
6623,0,0.1
6628,0,0.1
6639,0,0.3
6644,0,0.4
6645,0.6,0.601
6654,0,0.1
6681,0,0.4
6685,0,0.5
6687,0,0.75
6688,0,0.45
6697,0,0.25
6700,0,0.2
6701,0,0.3
6707,0,0.6
6710,0,0.15
6720,0,0.25
6730,0,0.05
6748,0,0.1
6758,0,0.2
6762,0,0.25
6781,0,0.15
6792,0,0.25
6803,0,0.2
6806,0,0.25
6816,0,0.25
6852,0,1.5
6857,0,0.4
6865,0,0.1
6874,0,0.6
6879,0,0.2
6885,0,0.75
6889,0,1
6890,0,0.5
6898,0,0.1
6912,0,1
6917,0,1
6924,0.05,0.2
6926,0,1
6927,0,0.5
6937,0,0.25
6942,0,0.25
6948,0,0.3
6979,0,0.1
6987,0,0.15
6994,0,0.45
7006,0,0.25
7011,0,0.35
7015,0,0.25
7020,0,0.45
7027,0,0.5
7035,0,0.25
7037,0,0.25
7041,0,0.4
7049,0,0.3
7053,0,0.2
7058,0,0.3
7071,0,0.05
7078,0,0.75
7099,0,0.25
7100,0,2
7111,0,0.1
7117,0,1
7123,0,0.5
7134,0,0.25
7145,0,1.25
7169,0,1
7175,0,0.3
7184,0,0.2
7189,0,0.25
7197,0,0.25
7203,0,0.15
7226,0,0.15
7234,0,0.05
7245,0,1.75
7246,0,0.25
7258,0,0.25
7270,0,0.75
7321,0,0.2
7322,0,0.4
7327,0,0.2
7334,0,0.6
7337,0,4
7338,0,0.4
7343,0,0.6
7351,0,1.5
7353,0,0.5
7354,0,0.4
7358,0,0.35
7370,0,0.5
7386,0,2.5
7393,0,0.05
7394,0,2.25
7398,0,0.15
7414,0,1.25
7415,0,0.05
7418,0,0.25
7429,0,0.15
7431,0,0.25
7449,0,0.1
7453,0,8
7464,0,12
7485,0,0.25
7488,0,0.5
7496,0,0.35
7500,0,1.5
7508,0,0.5
7510,0,1
7515,0,1
7525,0,0.15
7535,0,0.1
7548,0,0.25
7555,0,0.15
7576,0,0.07
7585,0,0.05
7597,0,0.05
7611,0,0.25
7628,0,0.3
7637,0,0.15
7643,0,0.1
7651,0,0.1
7663,0,0.2
7669,0,0.25
7674,0,1.8
7678,0,0.25
7683,0,0.4
7688,0,0.6
7698,0,0.6
7699,0,1.5
7715,0,0.5
7719,0,0.5
7720,0,0.1
7724,0,0.5
7730,0,0.4
7738,0,0.5
7743,0,0.65
7757,0,0.4
7764,0,0.5
7769,0,0.85
7778,0,1.25
7784,0,0.35
7798,0,0.3
7816,0,1
7818,0,1
7825,0,0.75
7826,0,0.4
7827,0,0.6
7828,0,0.3
7834,0,0.15
7838,0,0.2
7843,0,0.4
7848,0,0.3
7854,0,0.25
7895,0,0.35
7924,0,0.3
7930,0,0.4
7937,0,0.25
7958,0,0.1
7962,0,0.5
7972,0,0.35
7978,0,0.15
7985,0,0.4
7990,0,0.4
7998,0,0.3
8003,0,0.3
8016,0,0.2
8033,0,0.15
8041,0,0.45
8047,0,0.35
8052,0,0.25
8066,0,1.55
8067,0,0.25
8071,0,0.5
8073,0,0.15
8075,0,0.25
8077,0,0.15
8082,0,0.25
8085,0,0.35
8091,0,0.5
8097,0,0.45
8101,0,0.2
8106,0,0.1
8120,0,0.75
8129,0,0.6
8135,0,0.1
8139,0,1.25
8144,0,0.25
8150,0,0.25
8155,0,0.25
8156,0,0.35
8158,0,0.3
8164,0,0.35
8173,0,0.1
8175,0,0.1
8184,0,0.6
8188,0,0.25
8190,0,0.15
8197,0,0.1
8202,0,0.2
8218,0,0.2
8224,0,0.2
8227,0,1
8233,0,1.5
8237,0,0.75
8238,0,1.25
8240,0,0.6
8242,0,0.2
8245,0,1
8248,0,0.1
8251,0,0.75
8252,0,0.4
8256,0,0.15
8257,0,0.75
8264,0,0.75
8269,0,0.25
8275,0,0.25
8297,0,0.15
8306,0,0.1
8308,0,0.35
8312,0,0.6
8315,0,0.3
8328,0,0.25
8333,0,0.3
8336,0,0.75
8339,0,0.2
8340,0,2
8345,0,0.2
8353,0,0.5
8358,0,0.05
8365,0,0.75
8367,0,0.1
8376,0,0.5
8380,0,0.5
8381,0,0.25
8388,0,0.75
8392,0,0.5
8397,0,0.6
8402,0,0.4
8404,0,0.5
8406,0,0.5
8418,0,0.75
8423,0,0.6
8431,0,0.25
8432,0,0.75
8433,0,0.25
8437,0,0.6
8438,0,0.75
8439,0,0.85
8440,0,0.4
8442,0,1.25
8443,0,0.6
8444,0,0.7
8445,0,1.5
8446,0,0.6
8447,0,1.75
8451,0,0.6
8452,0,0.75
8453,0,1.75
8456,0,0.9
8458,0,1.1
8462,0,0.75
8466,0,0.3
8471,0,2.75
8478,0,1.5
8489,0,0.5
8494,0,1
8495,0,0.2
8497,0,0.4
8506,0,0.6
8509,0,0.3
8530,0,0.3
8557,0,0.25
8561,0,0.6
8569,0,1.25
8576,0,4.5
8580,0,0.3
8586,0,0.65
8590,0,1
8592,0,0.65
8610,0,0.55
8626,0,0.4
8633,0,0.25
8639,0,2.25
8641,0,0.6
8651,0,0.35
8653,0,0.5
8659,0,0.15
8665,0,0.1
8686,0,0.4
8690,0,0.2
8691,0,1.5
8696,0,0.2
8700,0,0.2
8712,0,0.15
8723,0,0.25
8744,0,0.38
8749,0.25,0.13
8750,0,0.2
8752,0,0.15
8771,0,0.35
8783,0,1.2
8790,0,0.5
8792,0,0.4
8793,0,0.2
8800,0,0.2
8818,0,0.3
8824,0,0.5
8825,0,0.25
8828,0,0.75
8839,0,0.2
8845,0,1.5
8849,0,1.5
8850,0,0.1
8852,0,4
8859,0,0.15
8875,0,0.8
8878,0,0.15
8881,0,0.2
8895,0,0.4
8900,0,5
8907,0,3
8912,0,1.5
8922,0,0.2
8926,0,3
8931,0,1.25
8936,0,2
8938,0,2.5
8940,0,2
8946,0,2
8950,0,10
8951,0,10
8959,0,1.25
8964,0,6
8969,0,2
8971,0,2.5
9018,0,0.35
9019,0,0.4
9032,0,0.2
9052,0,0.2
9060,0,0.15
9071,0,0.5
9083,0,0.75
9098,0,0.45
9101,0,30
9108,0,0.2
9122,0,0.15
9129,0,0.15
9159,0,0.65
9182,0,0.1
9184,0,0.5
9185,0,0.65
9188,0,1.25
9191,0,0.4
9192,0,0.35
9197,0,0.75
9200,0,0.3
9205,0,0.75
9209,0,0.6
9216,0,0.25
9220,0,0.7
9225,0,0.2
9234,0,0.3
9292,0,0.15
9317,0,0.75
9343,0,0.2
9366,0,0.75
9413,0,1.45
9434,0,0.3
9436,0,0.3
9514,0,1
9550,0,0.15
9568,0,0.3
9584,0,1.25
9585,0,0.4
9595,0,0.35
9601,0,0.1
9632,0,0.6
9635,0,1.25
9640,0,1
9647,0,0.6
9656,0,4
9662,0,1.75
9676,0,4
9727,0.2,0.15
9743,0,0.25
9772,0,0.15
9778,0,0.1
9801,0,0.35
9805,0,0.25
9810,0,0.35
9813,0,0.4
9820,0,0.15
9838,0,0.35
9853,0,0.35
9857,0,0.5
9864,0,0.1
9872,0,0.1
9877,0,0.1
9882,0,0.5
9887,0,0.15
9891,0,0.05
9895,0,0.1
9900,0,0.1
9913,0,0.1
9914,0,1.5
9938,0,0.1
9940,0,0.05
9943,0,0.1
9966,0,0.05
9971,0,0.5
9976,0,0.05
9981,0,0.05
9986,0,0.05
9990,0,0.05
9996,0,0.05
9999,0,0.05
10015,0,0.1
10028,0,0.25
10035,0,0.1
10040,0,0.1
10043,0,0.45
10046,0,0.1
10051,0,0.6
10059,0,0.15
10063,0,0.05
10068,0,0.1
10079,0,5
10081,0,0.25
10092,0,0.05
10103,0,0.2
10110,0,0.1
10146,0,0.35
10157,0,1.25
10170,0,0.1
10180,0,0.9
10186,0,0.1
10210,0,0.25
10212,0,0.5
10230,0,0.15
10236,0,0.05
10241,0,0.1
10244,0,0.05
10246,0,0.1
10252,0,0.15
10259,0,0.15
10262,0,0.3
10275,0.15,0.1
10279,0,0.3
10283,0,0.4
10289,0,0.25
10296,0,0.05
10315,0,1.5
10430,0,2.5
10447,0,0.2
10451,0,0.25
10455,0,0.3
10472,0,0.35
10478,0,0.15
10492,0,0.2
10496,0,0.3
10500,0,0.15
10509,0,0.35
10526,0,0.4
10527,0,0.25
10531,0,0.1
10539,0,0.2
10543,0,0.05
10556,0,6
10559,0,2
10560,0,0.3
10561,0,0.5
10562,0,2
10563,0,0.65
10566,0,3
10568,0,3
10570,0,0.3
10572,0,0.75
10577,0,2
10582,0,4
10583,0,1
10587,0,0.6
10615,0,0.4
10622,0,0.2
10628,0,0.6
10629,0,0.12
10632,0,0.3
10635,0,0.4
10734,0,0.3
10782,0,0.1
10798,0,0.3
10807,0,0.5
10840,0,26.25
10846,0,0.25
10852,0,0.45
10872,0,0.1
10933,0,0.3
10943,0,0.15
10967,0,0.2
10971,0,0.2
10983,0,0.1
11021,0,0.25
11077,0,0.1
11078,0,0.4
11081,0,0.5
11101,0.1,0.2
11183,0,2
11184,0,0.3
11188,0,0.05
11190,0,1.5
11199,0,0.3
11213,0,2
11215,0,0.4
11224,0,0.2
11242,0,0.75
11254,0,0.25
11292,0,0.15
11326,0,0.05
11341,0,0.2
11353,0,0.15
11367,0,0.6
11375,0,0.5
11377,0,0.25
11381,0,0.2
11389,0,0.4
11405,0,0.45
11410,0,0.4
11432,0,0.15
11454,0,0.1
11472,0,0.15
11477,0,0.1
11479,0,0.05
11489,0,0.75
11520,0,0.5
11531,0.4,0.3
11537,0,0.4
11539,0,0.5
11553,0,0.25
11563,0,0.1
11572,0,0.2
11587,0,0.1
11588,0,0.25
11595,0,0.45
11601,0,0.35
11608,0,0.6
11618,0,0.35
11623,0,0.6
11629,0,0.45
11631,0,0.1
11633,0,0.4
11648,0,0.35
11655,0,0.5
11663,0,0.35
11668,0,0.15
11671,0,0.45
11681,0,0.3
11698,0,0.6
11709,0,0.3
11711,0,0.25
11732,0,0.3
11773,0,0.1
11800,0,8
11806,0,12
11893,0,0.2
11916,0,0.3
11930,0,1.25
11939,0,0.2
11983,0,0.1
11986,0,0.2
11998,0,0.5
12029,0,0.1
12036,0,0.1
12041,0,0.4
12057,0,0.1
12061,0,0.4
12076,0,0.1
12098,0,0.15
12101,0,0.15
12103,0,0.25
12106,0,0.2
12111,0,0.35
12124,0,0.5
12129,0,0.5
12135,0,0.2
12138,0,0.1
12154,0,0.5
12173,0.05,0.1
12176,0.05,0.1
12183,0,0.4
12199,0,1
12202,0,1.75
12209,0,0.15
12218,0,0.5
12223,0,0.3
12228,0,0.4
12232,0,0.3
12234,0,0.1
12239,0,0.4
12247,0,0.1
12256,0,0.05
12262,0,0.15
12268,0,0.15
12273,0,0.15
12278,0,0.15
12285,0,0.15
12293,0,0.2
12295,0,0.25
12298,0,0.15
12301,0,0.25
12304,0,0.15
12311,0,0.25
12319,0,0.45
12331,0,0.25
12337,0,0.5
12347,0,1
12354,0,0.7
12368,0,0.8
12372,0,0.5
12386,0,0.5
12391,0,0.5
12396,0,0.85
12403,0,0.85
12407,0,0.6
12411,0,0.7
12413,0,0.8
12414,0,0.85
12438,0,0.25
12445,0,0.15
12453,0,0.3
12480,0,0.6
12493,0,0.5
12501,0,4.5
12515,0,0.2
12554,0,0.15
12567,0,0.9
12574,0,0.1
12575,0,0.6
12576,0,2
12583,0,1
12597,0,6
12615,0,1
12690,0,0.1
12711,0,2
12720,0,2
12727,0,0.2
12734,0,0.5
12740,0,0.6
12753,0,0.5
12771,0,0.2
12784,0,0.2
12787,0,0.5
12789,0,0.25
12791,0,0.15
12799,0,0.75
12809,0,0.2
12813,0,0.5
12822,0,0.2
12864,0,0.2
12871,0,0.25
12874,0,0.1
12886,0,0.15
12912,0,0.1
12938,0,0.25
12944,0,0.4
12953,0,0.4
12959,0,0.4
12965,0,0.25
12966,0,0.3
12969,0,0.3
12972,0,0.3
12973,0,0.3
12976,0,0.3
12989,0,0.2
12993,0,0.75
13001,0,0.2
13014,0,0.25
13020,0,0.2
13024,0,0.3
13025,0,0.15
13032,0,0.4
13034,0,0.05
13035,0,0.3
13045,0,0.4
13046,0,0.4
13051,0,0.6
13056,0,0.4
13062,0,0.4
13070,0,15
13075,0,0.25
13081,0,1
13089,0,0.4
13095,0,0.35
13109,0,0.3
13111,0,0.15
13132,0,0.35
13140,0,15
13152,0,5
13165,0,0.3
13178,0,4.4
13181,0,0.3
13212,0,0.35
13217,0,0.1
13218,0,0.25
13235,0,0.75
13246,0,1
13247,0,0.15
13250,0,1
13251,0,0.4
13258,0,0.4
13265,0,0.25
13304,0,0.25
13306,0,2
13333,0,0.5
13336,0,0.25
13357,0,0.3
13358,0,0.3
13363,0,0.75
13369,0,0.35
13374,0,0.3
13381,0,0.15
13382,0,1.15
13388,0,0.15
13402,0,0.2
13408,0,0.4
13435,0,0.3
13447,0,0.1
13452,0,1
13457,0,0.75
13460,0,0.75
13461,0,0.25
13475,0,0.15
13509,0,0.3
13545,0,0.25
13694,0,0.4
13696,0,0.3
13717,0,0.6
13725,0,0.25
13740,0,0.35
13745,0,0.3
13752,0,0.4
13771,0,3
13795,0,1.25
13823,0,9
13852,0,0.1
13860,0,0.9
13863,0,0.3
13874,0,0.25
13881,0,0.25
13893,0,0.15
13894,0,0.1
13900,0,0.35
13904,0,0.4
13911,0,0.4
13920,0,8
13926,0,0.35
13936,0,0.35
13948,0,0.4
13953,0,0.5
13959,0,0.5
13963,0,0.2
13985,0,0.5
13991,0,0.15
14016,0,0.45
14044,0,0.25
14048,0,0.5
14055,0,0.15
14058,0,0.15
14086,0,0.5
14091,0,1
14101,0,0.5
14113,0,0.25
14117,0,0.3
14138,0,0.2
14139,0,0.35
14142,0,0.35
14146,0,0.3
14152,0,0.2
14163,0,0.4
14175,0,0.35
14205,0,0.05
14229,0,0.05
14255,0,0.3
14261,0,0.25
14270,0,0.25
14293,0,2.5
14304,0,1.4
14309,0,1
14310,0,1.4
14318,0,1.4
14320,0,0.4
14328,0,1
14337,0,0.75
14341,0,0.75
14344,0,0.75
14353,0,0.6
14386,0,0.65
14416,0,0.1
14419,0,0.25
14423,0,0.5
14433,0,1
14434,0,0.12
14436,0,0.7
14437,0,0.12
14445,0,0.5
14454,0,0.12
14469,0,0.25
14498,0,0.5
14523,0,0.12
14524,0,0.12
14530,0,0.12
14544,0,0.25
14587,0,0.6
14594,0,0.5
14605,0,1.5
14615,0,0.1
14618,0,10
14625,0,2.5
14631,0,0.75
14647,0,1.25
14651,0,0.35
14674,0,0.1
14690,0,0.3
14707,0,0.1
14715,0,0.1
14716,0,0.25
14733,0,0.3
14742,0,0.35
14755,0,1
14757,0,0.3
14764,0,0.25
14778,0,55
14809,0,0.4
14859,0,0.3
14872,0,0.35
14895,0,0.35
14916,0,0.2
14923,0,0.4
14926,0,0.2
14930,0,0.4
14937,0,0.2
14942,0,0.4
14945,0,0.2
14951,0,0.3
14962,0,0.4
14969,0,2
14971,0,0.25
14977,0,0.35
14980,0,0.25
14983,0,0.15
14988,0,0.15
14993,0,0.15
15025,0,0.1
15041,0,0.25
15043,0,0.25
15045,0,0.25
15053,0,0.4
15066,0,0.4
15096,0,0.35
15108,0,0.25
15126,0,0.1
15127,0,0.4
15142,0,0.5
15148,0,1
15159,0,0.4
15160,0,0.75
15168,0,0.3
15192,0,0.25
15197,0,0.4
15202,0,0.4
15214,0,0.25
15234,0,0.25
15256,0,0.4
15269,0,1
15276,0,0.6
15282,0,0.75
15292,0,1.1
15297,0,1.25
15300,0,0.9
15306,0,0.05
15311,0,0.85
15312,0,0.05
15333,0,1.5
15338,0,1.5
15340,0,0.3
15344,0,1.75
15353,0,1.75
15370,0,2.5
15372,0,0.6
15381,0,6
15386,0,3
15401,0,0.4
15408,0,0.1
15413,0,0.4
15417,0,0.4
15435,0,0.1
15441,0,0.05
15444,0,0.4
15447,0,0.15
15453,0,0.1
15457,0,0.3
15469,0,0.75
15479,0,0.05
15483,0,0.2
15485,0,0.15
15512,0,0.4
