id,created_at,updated_at
107361,2011-04-28 15:17:25 UTC,2011-04-28 15:16:22 UTC
107412,2011-04-28 15:20:36 UTC,2011-04-28 15:19:53 UTC
107526,2011-04-28 15:27:44 UTC,2011-04-28 15:26:46 UTC
107968,2011-04-28 16:00:42 UTC,2011-04-28 15:59:53 UTC
108196,2011-04-28 16:15:09 UTC,2011-04-28 16:14:26 UTC
108684,2011-04-28 16:36:38 UTC,2011-04-28 16:36:36 UTC
109009,2011-04-28 16:49:12 UTC,2011-04-28 16:48:09 UTC
109089,2011-04-28 16:52:24 UTC,2011-04-28 16:51:28 UTC
109112,2011-04-28 16:53:18 UTC,2011-04-28 16:52:14 UTC
109296,2011-04-28 17:05:20 UTC,2011-04-28 17:04:20 UTC
109386,2011-04-28 17:11:31 UTC,2011-04-28 17:11:06 UTC
109559,2011-04-28 17:21:06 UTC,2011-04-28 17:20:07 UTC
109706,2011-04-28 17:34:57 UTC,2011-04-28 17:34:52 UTC
109934,2011-04-28 17:50:36 UTC,2011-04-28 17:49:34 UTC
110049,2011-04-28 17:56:45 UTC,2011-04-28 17:55:51 UTC
110527,2011-04-28 18:17:19 UTC,2011-04-28 18:16:31 UTC
110763,2011-04-28 18:28:55 UTC,2011-04-28 18:28:08 UTC
110852,2011-04-28 18:32:40 UTC,2011-04-28 18:31:54 UTC
111521,2011-04-28 18:55:49 UTC,2011-04-28 18:55:05 UTC
112369,2011-04-28 19:33:27 UTC,2011-04-28 19:32:44 UTC
112851,2011-04-28 20:13:55 UTC,2011-04-28 20:12:51 UTC
113105,2011-04-28 20:23:23 UTC,2011-04-28 20:22:26 UTC
113195,2011-04-28 20:25:54 UTC,2011-04-28 20:24:51 UTC
113443,2011-04-28 20:35:50 UTC,2011-04-28 20:34:49 UTC
113536,2011-04-28 20:40:31 UTC,2011-04-28 20:39:53 UTC
113632,2011-04-28 20:44:39 UTC,2011-04-28 20:44:13 UTC
113634,2011-04-28 20:44:41 UTC,2011-04-28 20:43:41 UTC
114176,2011-04-28 21:08:59 UTC,2011-04-28 21:08:02 UTC
115506,2011-04-28 21:59:42 UTC,2011-04-28 21:58:45 UTC
115811,2011-04-28 22:12:17 UTC,2011-04-28 22:11:15 UTC
116208,2011-04-28 22:29:40 UTC,2011-04-28 22:28:39 UTC
116253,2011-04-28 22:31:59 UTC,2011-04-28 22:30:56 UTC
116358,2011-04-28 22:38:29 UTC,2011-04-28 22:37:39 UTC
117917,2011-04-28 23:40:25 UTC,2011-04-28 23:39:32 UTC
118082,2011-04-28 23:54:27 UTC,2011-04-28 23:54:10 UTC
118085,2011-04-28 23:54:44 UTC,2011-04-28 23:54:04 UTC
118178,2011-04-29 00:06:28 UTC,2011-04-29 00:05:40 UTC
118333,2011-04-29 00:15:41 UTC,2011-04-29 00:14:45 UTC
119442,2011-04-29 01:35:06 UTC,2011-04-29 01:34:35 UTC
120225,2011-04-29 02:04:20 UTC,2011-04-29 02:03:28 UTC
120711,2011-04-29 02:23:43 UTC,2011-04-29 02:22:48 UTC
120778,2011-04-29 02:29:33 UTC,2011-04-29 02:28:42 UTC
121014,2011-04-29 02:41:15 UTC,2011-04-29 02:40:16 UTC
121243,2011-04-29 02:53:26 UTC,2011-04-29 02:52:30 UTC
122052,2011-04-29 04:15:02 UTC,2011-04-29 04:14:07 UTC
122068,2011-04-29 04:19:04 UTC,2011-04-29 04:18:25 UTC
122104,2011-04-29 04:25:42 UTC,2011-04-29 04:24:52 UTC
122237,2011-04-29 04:57:48 UTC,2011-04-29 04:56:48 UTC
122241,2011-04-29 04:58:39 UTC,2011-04-29 04:57:53 UTC
122250,2011-04-29 05:00:29 UTC,2011-04-29 04:59:29 UTC
122504,2011-04-29 06:49:45 UTC,2011-04-29 06:49:22 UTC
122690,2011-04-29 07:29:13 UTC,2011-04-29 07:28:45 UTC
122808,2011-04-29 08:39:30 UTC,2011-04-29 08:39:00 UTC
123076,2011-04-29 13:04:21 UTC,2011-04-29 13:03:36 UTC
123087,2011-04-29 13:07:27 UTC,2011-04-29 13:07:22 UTC
123214,2011-04-29 13:31:53 UTC,2011-04-29 13:31:07 UTC
124647,2011-04-29 16:20:40 UTC,2011-04-29 16:19:39 UTC
125295,2011-04-29 17:05:29 UTC,2011-04-29 17:04:26 UTC
127143,2011-04-29 18:56:16 UTC,2011-04-29 18:55:12 UTC
127158,2011-04-29 18:56:57 UTC,2011-04-29 18:56:01 UTC
127323,2011-04-29 19:05:15 UTC,2011-04-29 19:04:20 UTC
128492,2011-04-29 20:43:26 UTC,2011-04-29 20:42:42 UTC
128585,2011-04-29 20:49:18 UTC,2011-04-29 20:49:06 UTC
128780,2011-04-29 21:02:37 UTC,2011-04-29 21:01:42 UTC
128809,2011-04-29 21:03:59 UTC,2011-04-29 21:03:22 UTC
128839,2011-04-29 21:05:33 UTC,2011-04-29 21:04:50 UTC
128843,2011-04-29 21:05:43 UTC,2011-04-29 21:04:57 UTC
129191,2011-04-29 21:32:20 UTC,2011-04-29 21:31:37 UTC
129808,2011-04-29 22:11:07 UTC,2011-04-29 22:10:26 UTC
131034,2011-04-30 00:48:18 UTC,2011-04-30 00:47:17 UTC
131589,2011-04-30 05:35:43 UTC,2011-04-30 05:34:44 UTC
132225,2011-04-30 08:53:35 UTC,2011-04-30 08:52:36 UTC
132416,2011-04-30 12:43:46 UTC,2011-04-30 12:43:32 UTC
132539,2011-04-30 13:32:17 UTC,2011-04-30 13:31:29 UTC
133371,2011-04-30 15:53:46 UTC,2011-04-30 15:53:05 UTC
133588,2011-04-30 16:14:57 UTC,2011-04-30 16:13:57 UTC
133813,2011-04-30 16:37:54 UTC,2011-04-30 16:37:48 UTC
134548,2011-04-30 19:37:45 UTC,2011-04-30 19:37:05 UTC
134606,2011-04-30 19:52:27 UTC,2011-04-30 19:51:26 UTC
135804,2011-04-30 21:46:43 UTC,2011-04-30 21:45:46 UTC
135826,2011-04-30 21:48:02 UTC,2011-04-30 21:47:03 UTC
135923,2011-04-30 21:54:45 UTC,2011-04-30 21:53:51 UTC
135993,2011-04-30 21:59:16 UTC,2011-04-30 21:58:41 UTC
136278,2011-04-30 22:15:11 UTC,2011-04-30 22:14:10 UTC
136309,2011-04-30 22:17:01 UTC,2011-04-30 22:16:21 UTC
136802,2011-04-30 23:03:54 UTC,2011-04-30 23:02:54 UTC
137532,2011-05-01 00:49:18 UTC,2011-05-01 00:48:19 UTC
137776,2011-05-01 01:26:11 UTC,2011-05-01 01:25:29 UTC
137953,2011-05-01 01:46:24 UTC,2011-05-01 01:45:26 UTC
138784,2011-05-01 03:30:44 UTC,2011-05-01 03:29:42 UTC
139062,2011-05-01 04:43:51 UTC,2011-05-01 04:42:54 UTC
139238,2011-05-01 05:46:14 UTC,2011-05-01 05:45:53 UTC
139715,2011-05-01 13:19:54 UTC,2011-05-01 13:19:05 UTC
140063,2011-05-01 14:25:12 UTC,2011-05-01 14:24:15 UTC
140130,2011-05-01 14:31:16 UTC,2011-05-01 14:30:18 UTC
140393,2011-05-01 14:58:59 UTC,2011-05-01 14:58:51 UTC
140427,2011-05-01 15:01:19 UTC,2011-05-01 15:00:23 UTC
140652,2011-05-01 15:34:47 UTC,2011-05-01 15:33:47 UTC
